UserID,SessionID,Timestamp,EventType,ProductID,Amount,Outcome
1,10,2024-04-14 06:04:30,add_to_cart,prod_2662,,
1,10,2024-05-11 19:41:14,logout,,,
1,10,2024-07-22 20:10:14,add_to_cart,prod_7361,,
2,1,2024-04-12 18:27:01,logout,,,
2,1,2024-02-03 17:18:00,click,,,
2,1,2024-02-09 15:02:50,page_view,,,
2,1,2024-03-09 21:41:01,purchase,prod_9140,262.5236987,purchase
2,1,2024-04-15 13:50:07,logout,,,
2,1,2024-03-22 11:13:58,login,,,
2,1,2024-01-04 03:53:06,logout,,,
2,2,2024-03-10 13:57:27,page_view,,,
2,2,2024-05-15 11:03:04,logout,,,
2,2,2024-07-19 08:55:51,add_to_cart,prod_6847,,
2,2,2024-05-17 02:05:44,login,,,
2,2,2024-02-23 01:38:55,purchase,prod_4500,199.3569694,purchase
2,2,2024-01-25 23:29:19,page_view,,,
2,2,2024-04-16 05:04:41,purchase,prod_9382,130.052528,purchase
2,2,2024-04-10 21:19:06,page_view,,,
2,3,2024-01-03 01:39:14,click,,,
2,3,2024-03-26 17:29:34,logout,,,
2,3,2024-03-06 10:57:15,login,,,
2,3,2024-04-08 15:31:28,add_to_cart,prod_9809,,
2,3,2024-07-09 09:21:34,add_to_cart,prod_4092,,
2,3,2024-01-20 07:23:41,purchase,prod_5291,92.79021854,purchase
2,4,2024-01-01 14:07:40,add_to_cart,prod_8372,,
2,4,2024-07-16 05:29:59,add_to_cart,prod_2292,,
2,4,2024-07-10 23:21:53,add_to_cart,prod_7594,,
2,4,2024-05-23 12:18:17,add_to_cart,prod_9583,,
2,4,2024-06-11 01:15:35,page_view,,,
2,5,2024-05-26 22:07:42,add_to_cart,prod_4777,,
2,5,2024-01-07 19:39:45,login,,,
2,5,2024-07-11 16:49:57,purchase,prod_9575,112.3209439,purchase
2,5,2024-06-29 12:21:11,page_view,,,
2,5,2024-03-27 13:08:44,logout,,,
2,5,2024-04-13 10:12:43,add_to_cart,prod_7874,,
2,5,2024-03-23 09:02:58,login,,,
2,6,2024-04-12 21:11:09,add_to_cart,prod_9276,,
2,6,2024-07-18 18:03:40,product_view,prod_3943,,
2,6,2024-03-14 00:47:08,add_to_cart,prod_4323,,
2,6,2024-02-13 17:14:35,click,,,
2,6,2024-07-14 02:55:56,login,,,
2,6,2024-07-07 04:11:16,purchase,prod_9879,127.474963,purchase
2,6,2024-02-29 03:58:00,purchase,prod_6559,136.8863328,purchase
2,6,2024-06-19 18:14:15,add_to_cart,prod_9788,,
2,7,2024-05-08 00:58:53,purchase,prod_1607,176.5691855,purchase
2,7,2024-06-11 03:46:25,purchase,prod_1131,241.2422985,purchase
2,7,2024-03-17 00:19:28,login,,,
2,7,2024-07-03 03:04:26,click,,,
2,7,2024-07-22 08:54:54,login,,,
2,7,2024-04-20 10:56:29,click,,,
2,7,2024-05-30 05:09:49,product_view,prod_7752,,
2,7,2024-05-10 15:03:18,page_view,,,
2,7,2024-01-07 08:29:00,purchase,prod_6365,186.8297565,purchase
2,8,2024-04-28 11:51:43,add_to_cart,prod_9795,,
2,8,2024-04-22 16:29:23,click,,,
2,8,2024-06-10 23:03:44,add_to_cart,prod_1139,,
2,8,2024-05-25 10:32:18,page_view,,,
2,8,2024-07-14 05:49:04,logout,,,
2,8,2024-05-27 18:58:12,logout,,,
2,8,2024-03-31 16:25:09,logout,,,
2,8,2024-06-21 10:02:32,purchase,prod_7990,107.7803991,purchase
2,9,2024-06-26 13:08:27,add_to_cart,prod_8080,,
2,9,2024-02-25 11:28:02,add_to_cart,prod_7470,,
2,9,2024-05-08 08:13:20,page_view,,,
2,9,2024-06-11 05:33:56,click,,,
2,9,2024-01-11 16:46:37,click,,,
2,9,2024-07-18 22:27:52,page_view,,,
2,10,2024-06-26 10:50:55,product_view,prod_3728,,
2,10,2024-02-11 23:32:21,click,,,
2,10,2024-07-12 11:55:55,click,,,
2,10,2024-05-23 13:28:22,login,,,
2,10,2024-05-12 07:56:09,purchase,prod_3548,411.0817577,purchase
2,10,2024-06-08 23:07:18,add_to_cart,prod_1159,,
2,10,2024-02-01 13:04:02,product_view,prod_6444,,
2,10,2024-05-16 17:05:41,add_to_cart,prod_8896,,
2,10,2024-03-31 19:01:37,purchase,prod_5105,491.6446687,purchase
3,1,2024-02-24 16:32:31,login,,,
3,1,2024-05-06 17:48:48,add_to_cart,prod_2570,,
3,1,2024-06-01 06:04:55,purchase,prod_1562,481.2155884,purchase
3,1,2024-02-21 04:48:29,logout,,,
3,1,2024-01-30 18:28:14,logout,,,
3,1,2024-01-08 18:58:15,click,,,
3,2,2024-01-18 19:42:30,login,,,
3,2,2024-05-27 05:05:24,page_view,,,
3,2,2024-03-09 23:27:02,logout,,,
3,2,2024-01-28 23:19:16,add_to_cart,prod_1741,,
3,2,2024-02-20 03:56:23,logout,,,
3,2,2024-06-29 12:50:47,click,,,
3,3,2024-06-07 14:01:10,logout,,,
3,3,2024-06-12 21:46:00,page_view,,,
3,3,2024-02-08 22:22:33,product_view,prod_9768,,
3,3,2024-03-14 13:24:58,page_view,,,
3,3,2024-05-23 23:03:31,click,,,
3,4,2024-07-07 21:23:11,purchase,prod_6789,76.28532414,purchase
3,4,2024-02-24 22:49:48,logout,,,
3,4,2024-07-02 18:07:05,purchase,prod_4273,36.635599,purchase
3,4,2024-03-10 23:58:41,login,,,
3,4,2024-04-16 23:27:43,purchase,prod_6548,101.5981143,purchase
3,5,2024-06-15 21:43:08,click,,,
3,5,2024-04-06 04:10:54,purchase,prod_5303,389.6233605,purchase
3,5,2024-01-24 16:28:59,logout,,,
3,5,2024-03-06 18:30:19,logout,,,
3,5,2024-04-18 00:51:26,login,,,
3,5,2024-05-18 15:29:29,product_view,prod_1588,,
3,5,2024-01-10 06:10:16,login,,,
3,5,2024-01-28 04:05:50,product_view,prod_5314,,
3,5,2024-04-01 01:12:42,click,,,
3,6,2024-04-27 20:06:19,add_to_cart,prod_5041,,
3,6,2024-04-23 08:56:50,click,,,
3,6,2024-05-26 22:19:17,logout,,,
3,6,2024-03-27 13:26:14,logout,,,
3,6,2024-05-26 20:44:16,logout,,,
3,6,2024-06-27 00:52:47,page_view,,,
3,6,2024-07-22 23:29:13,add_to_cart,prod_4877,,
3,7,2024-07-23 17:38:50,product_view,prod_1260,,
3,7,2024-06-11 19:40:27,add_to_cart,prod_5005,,
3,7,2024-07-12 18:57:15,product_view,prod_2741,,
3,7,2024-05-03 00:09:03,add_to_cart,prod_7092,,
3,7,2024-01-23 18:04:26,purchase,prod_6899,427.3414062,purchase
3,8,2024-06-20 08:35:51,product_view,prod_7659,,
3,8,2024-03-16 12:10:31,add_to_cart,prod_3774,,
3,8,2024-01-05 15:44:25,logout,,,
3,8,2024-04-07 17:14:32,product_view,prod_5498,,
3,8,2024-07-05 19:59:16,click,,,
3,9,2024-03-12 23:45:47,page_view,,,
3,9,2024-07-13 05:08:47,page_view,,,
3,9,2024-05-06 13:47:17,page_view,,,
3,9,2024-04-26 21:34:38,logout,,,
3,9,2024-07-17 01:22:46,click,,,
3,9,2024-06-17 08:57:30,product_view,prod_3311,,
3,10,2024-04-07 10:35:40,click,,,
3,10,2024-02-10 03:48:56,add_to_cart,prod_8038,,
3,10,2024-07-14 06:58:52,click,,,
3,10,2024-06-02 15:30:16,add_to_cart,prod_4885,,
3,10,2024-05-25 07:28:14,add_to_cart,prod_2488,,
3,10,2024-07-07 09:27:25,page_view,,,
3,10,2024-04-23 23:28:02,product_view,prod_9691,,
3,10,2024-02-14 10:49:22,page_view,,,
3,10,2024-05-27 00:19:11,add_to_cart,prod_6597,,
3,10,2024-05-29 06:03:34,product_view,prod_2022,,
4,1,2024-03-19 13:02:34,purchase,prod_1390,143.3877595,purchase
4,1,2024-02-07 07:12:44,logout,,,
4,1,2024-05-03 11:50:41,click,,,
4,1,2024-01-31 02:37:02,click,,,
4,1,2024-01-18 10:59:48,click,,,
4,1,2024-02-19 18:43:54,page_view,,,
4,1,2024-05-25 07:27:38,add_to_cart,prod_8561,,
4,1,2024-04-29 10:46:00,purchase,prod_2164,359.6841878,purchase
4,1,2024-04-27 13:43:13,page_view,,,
4,2,2024-04-07 01:37:13,add_to_cart,prod_6238,,
4,2,2024-03-05 12:17:53,logout,,,
4,2,2024-04-28 17:19:05,page_view,,,
4,2,2024-05-30 20:45:22,page_view,,,
4,2,2024-03-06 06:05:02,login,,,
4,3,2024-05-12 00:36:04,add_to_cart,prod_9427,,
4,3,2024-06-23 09:50:18,login,,,
4,3,2024-05-02 20:21:42,add_to_cart,prod_7274,,
4,3,2024-02-16 03:16:35,add_to_cart,prod_1120,,
4,3,2024-03-26 22:38:49,product_view,prod_6752,,
4,3,2024-02-09 14:02:05,page_view,,,
4,3,2024-07-11 02:18:06,product_view,prod_4580,,
4,3,2024-04-01 16:53:57,page_view,,,
4,3,2024-05-11 12:17:13,click,,,
4,4,2024-04-09 19:50:36,page_view,,,
4,4,2024-03-20 21:29:31,logout,,,
4,4,2024-03-31 23:43:23,page_view,,,
4,4,2024-02-09 22:08:51,login,,,
4,4,2024-07-03 06:34:38,logout,,,
4,4,2024-04-15 15:39:02,add_to_cart,prod_7843,,
4,4,2024-03-08 10:39:57,product_view,prod_1526,,
4,4,2024-07-21 05:09:06,purchase,prod_2837,420.4220392,purchase
4,4,2024-02-01 12:33:59,login,,,
4,5,2024-04-16 17:01:59,page_view,,,
4,5,2024-01-28 09:19:43,product_view,prod_6197,,
4,5,2024-05-26 03:37:27,page_view,,,
4,5,2024-06-05 15:30:36,purchase,prod_6825,124.2420098,purchase
4,5,2024-04-19 18:00:29,logout,,,
4,5,2024-07-15 05:57:55,login,,,
4,5,2024-03-17 06:07:35,page_view,,,
4,5,2024-06-27 09:06:54,add_to_cart,prod_2058,,
4,5,2024-04-01 12:09:08,add_to_cart,prod_1701,,
4,5,2024-03-08 04:45:14,login,,,
4,6,2024-03-22 12:20:48,login,,,
4,6,2024-06-06 18:11:42,click,,,
4,6,2024-06-22 00:22:45,login,,,
4,6,2024-04-17 07:26:42,purchase,prod_4825,120.3623624,purchase
4,6,2024-03-12 18:48:29,login,,,
4,6,2024-01-14 12:39:33,logout,,,
4,6,2024-07-02 00:18:27,logout,,,
4,6,2024-07-19 15:59:33,click,,,
4,6,2024-07-18 03:30:26,add_to_cart,prod_1650,,
4,6,2024-05-14 20:54:10,logout,,,
4,7,2024-07-23 19:57:57,logout,,,
4,7,2024-07-11 21:52:18,add_to_cart,prod_1455,,
4,7,2024-07-09 10:09:55,purchase,prod_2508,203.4224872,purchase
4,7,2024-05-14 17:49:32,add_to_cart,prod_2653,,
4,7,2024-03-02 13:51:29,product_view,prod_5933,,
4,8,2024-03-14 07:03:37,page_view,,,
4,8,2024-01-01 02:11:06,page_view,,,
4,8,2024-02-28 04:43:17,login,,,
4,8,2024-03-25 00:32:53,product_view,prod_5984,,
4,8,2024-07-11 09:27:41,login,,,
4,8,2024-01-31 06:31:14,click,,,
4,8,2024-04-13 17:40:13,click,,,
4,8,2024-04-27 03:31:20,click,,,
4,9,2024-04-14 09:44:04,page_view,,,
4,9,2024-03-02 04:39:42,purchase,prod_2895,406.1402307,purchase
4,9,2024-04-16 01:08:24,add_to_cart,prod_4875,,
4,9,2024-06-22 13:36:54,product_view,prod_6383,,
4,9,2024-04-12 20:39:11,add_to_cart,prod_4376,,
4,9,2024-07-20 01:54:37,logout,,,
4,9,2024-07-22 14:19:34,logout,,,
4,9,2024-01-30 23:06:58,product_view,prod_3563,,
4,10,2024-05-31 04:56:46,logout,,,
4,10,2024-05-06 19:28:27,page_view,,,
4,10,2024-04-25 00:04:12,login,,,
4,10,2024-01-18 16:10:27,add_to_cart,prod_6027,,
4,10,2024-05-24 16:12:12,page_view,,,
4,10,2024-05-15 12:16:50,page_view,,,
4,10,2024-02-21 23:29:43,login,,,
4,10,2024-03-28 10:18:56,product_view,prod_5613,,
4,10,2024-02-04 10:29:30,purchase,prod_3999,229.4440675,purchase
4,10,2024-02-11 06:05:34,purchase,prod_5193,315.7212141,purchase
5,1,2024-03-13 08:22:36,login,,,
5,1,2024-06-24 23:35:21,add_to_cart,prod_3324,,
5,1,2024-02-08 02:06:14,page_view,,,
5,1,2024-02-20 01:10:56,page_view,,,
5,1,2024-05-14 23:16:48,page_view,,,
5,1,2024-05-17 02:30:44,login,,,
5,1,2024-06-15 12:34:23,page_view,,,
5,1,2024-02-24 12:18:58,add_to_cart,prod_8733,,
5,2,2024-03-06 03:46:00,add_to_cart,prod_6324,,
5,2,2024-01-16 12:20:53,product_view,prod_3788,,
5,2,2024-04-09 02:43:17,product_view,prod_1325,,
5,2,2024-03-07 20:51:26,product_view,prod_1749,,
5,2,2024-05-07 17:18:05,product_view,prod_7953,,
5,2,2024-03-23 00:30:37,add_to_cart,prod_8978,,
5,2,2024-04-16 01:44:59,click,,,
5,3,2024-02-29 19:14:53,logout,,,
5,3,2024-06-04 15:40:22,product_view,prod_1059,,
5,3,2024-07-03 20:41:45,login,,,
5,3,2024-05-15 12:51:43,click,,,
5,3,2024-07-11 18:08:59,page_view,,,
5,3,2024-06-10 23:52:16,click,,,
5,3,2024-06-21 02:22:52,logout,,,
5,3,2024-03-10 23:37:02,page_view,,,
5,3,2024-05-11 23:54:18,add_to_cart,prod_9020,,
5,4,2024-01-07 00:39:25,logout,,,
5,4,2024-06-13 22:40:33,page_view,,,
5,4,2024-01-15 09:52:49,purchase,prod_7247,217.8421813,purchase
5,4,2024-06-15 10:17:20,login,,,
5,4,2024-07-23 08:17:03,add_to_cart,prod_2399,,
5,4,2024-06-30 09:34:21,click,,,
5,4,2024-07-15 05:49:02,click,,,
5,4,2024-05-24 12:11:50,logout,,,
5,4,2024-03-08 11:14:02,click,,,
5,5,2024-04-17 11:12:18,add_to_cart,prod_4126,,
5,5,2024-06-05 17:47:31,purchase,prod_7122,240.8203113,purchase
5,5,2024-06-16 16:37:12,click,,,
5,5,2024-03-11 09:01:05,product_view,prod_7121,,
5,5,2024-03-23 11:50:24,logout,,,
5,5,2024-05-07 20:59:36,page_view,,,
5,5,2024-03-22 23:27:50,purchase,prod_1811,407.5723091,purchase
5,5,2024-03-25 00:38:00,logout,,,
5,5,2024-03-12 16:32:50,click,,,
5,6,2024-07-24 10:05:47,page_view,,,
5,6,2024-01-01 14:03:07,product_view,prod_9646,,
5,6,2024-04-20 00:59:51,product_view,prod_5033,,
5,6,2024-04-27 06:23:56,click,,,
5,6,2024-06-26 02:08:34,click,,,
5,6,2024-06-27 10:55:43,purchase,prod_4495,462.459477,purchase
5,6,2024-07-07 17:31:48,add_to_cart,prod_2371,,
5,6,2024-05-31 16:28:28,purchase,prod_7066,290.4469998,purchase
5,6,2024-05-11 15:48:54,login,,,
5,6,2024-04-10 10:33:33,add_to_cart,prod_8597,,
5,7,2024-06-22 19:04:08,logout,,,
5,7,2024-01-16 09:44:46,logout,,,
5,7,2024-06-28 18:21:50,click,,,
5,7,2024-01-03 10:20:53,logout,,,
5,7,2024-05-18 04:06:07,purchase,prod_7877,288.0795388,purchase
5,7,2024-06-30 23:40:12,product_view,prod_3983,,
5,7,2024-07-16 16:40:21,product_view,prod_8487,,
5,7,2024-01-29 10:06:50,add_to_cart,prod_8172,,
5,7,2024-07-08 00:56:18,logout,,,
5,8,2024-06-21 18:17:31,click,,,
5,8,2024-06-13 19:48:31,add_to_cart,prod_6763,,
5,8,2024-07-09 01:35:50,logout,,,
5,8,2024-04-06 17:45:00,logout,,,
5,8,2024-05-19 09:27:17,login,,,
5,8,2024-04-06 05:55:26,page_view,,,
5,9,2024-05-14 00:55:07,add_to_cart,prod_5815,,
5,9,2024-05-10 18:31:02,click,,,
5,9,2024-04-11 18:43:52,product_view,prod_1901,,
5,9,2024-02-27 22:56:35,login,,,
5,9,2024-06-15 19:44:06,logout,,,
5,9,2024-01-05 11:02:48,page_view,,,
5,9,2024-05-11 16:43:54,add_to_cart,prod_6485,,
5,10,2024-05-10 11:25:58,page_view,,,
5,10,2024-04-17 08:39:28,click,,,
5,10,2024-03-22 09:43:31,product_view,prod_9807,,
5,10,2024-07-05 08:50:16,purchase,prod_4671,282.0955281,purchase
5,10,2024-04-17 04:29:59,product_view,prod_5585,,
5,10,2024-04-10 03:47:47,click,,,
5,10,2024-07-15 20:48:09,page_view,,,
5,10,2024-06-10 15:07:37,product_view,prod_3962,,
5,10,2024-02-10 09:37:13,login,,,
5,10,2024-04-28 19:08:29,page_view,,,
6,1,2024-05-16 21:02:35,page_view,,,
6,1,2024-02-25 05:48:29,page_view,,,
6,1,2024-05-17 21:22:36,login,,,
6,1,2024-04-25 01:10:49,page_view,,,
6,1,2024-01-19 22:03:31,login,,,
6,1,2024-03-30 10:57:49,purchase,prod_5563,30.45445692,purchase
6,1,2024-02-13 22:58:14,add_to_cart,prod_8581,,
6,2,2024-05-27 18:59:23,logout,,,
6,2,2024-01-04 18:52:51,logout,,,
6,2,2024-03-05 17:09:51,click,,,
6,2,2024-04-05 18:03:31,logout,,,
6,2,2024-01-27 22:54:59,purchase,prod_8931,204.3463667,purchase
6,2,2024-07-08 06:19:20,add_to_cart,prod_1374,,
6,2,2024-01-25 06:35:28,page_view,,,
6,2,2024-01-20 14:28:22,logout,,,
6,3,2024-01-21 02:01:57,purchase,prod_5661,247.1284215,purchase
6,3,2024-04-15 21:37:50,login,,,
6,3,2024-02-03 19:48:20,page_view,,,
6,3,2024-06-05 01:30:37,click,,,
6,3,2024-05-10 12:25:58,click,,,
6,3,2024-03-05 17:32:42,login,,,
6,3,2024-04-08 07:17:17,login,,,
6,3,2024-04-05 20:06:14,login,,,
6,4,2024-01-06 05:10:02,logout,,,
6,4,2024-06-15 06:35:50,purchase,prod_1327,39.08100149,purchase
6,4,2024-01-13 16:40:06,purchase,prod_7389,107.5026672,purchase
6,4,2024-05-03 04:05:08,purchase,prod_2888,161.5019156,purchase
6,4,2024-02-22 23:16:56,purchase,prod_5281,365.613553,purchase
6,4,2024-03-18 15:44:00,product_view,prod_3921,,
6,4,2024-06-28 11:40:49,purchase,prod_9588,268.347263,purchase
6,4,2024-07-09 23:37:56,page_view,,,
6,4,2024-06-04 07:17:48,logout,,,
6,5,2024-01-24 07:44:08,login,,,
6,5,2024-04-09 18:15:30,logout,,,
6,5,2024-06-05 09:31:04,purchase,prod_6606,261.7447909,purchase
6,5,2024-05-19 01:01:00,purchase,prod_7771,16.22134825,purchase
6,5,2024-03-17 12:14:34,product_view,prod_1787,,
6,5,2024-03-17 05:47:41,page_view,,,
6,5,2024-01-28 06:29:01,logout,,,
6,5,2024-01-18 18:11:42,add_to_cart,prod_9276,,
6,5,2024-07-02 18:45:09,add_to_cart,prod_6876,,
6,5,2024-05-29 18:18:19,logout,,,
6,6,2024-07-18 15:24:10,login,,,
6,6,2024-04-01 12:34:19,product_view,prod_8445,,
6,6,2024-07-14 03:38:47,page_view,,,
6,6,2024-03-27 19:15:31,click,,,
6,6,2024-01-10 13:45:46,click,,,
6,6,2024-04-25 18:54:34,page_view,,,
6,6,2024-03-09 19:25:22,add_to_cart,prod_3143,,
6,6,2024-02-26 17:58:20,product_view,prod_7733,,
6,6,2024-06-27 20:49:27,click,,,
6,7,2024-02-07 03:07:11,product_view,prod_3688,,
6,7,2024-07-23 14:58:42,click,,,
6,7,2024-04-24 20:19:28,logout,,,
6,7,2024-07-07 22:29:11,logout,,,
6,7,2024-06-04 14:11:15,product_view,prod_3402,,
6,7,2024-01-31 10:56:55,purchase,prod_6700,262.1432487,purchase
6,7,2024-07-08 18:36:36,logout,,,
6,7,2024-05-29 12:01:29,click,,,
6,8,2024-06-14 18:52:35,logout,,,
6,8,2024-06-07 15:36:19,purchase,prod_6699,160.3637008,purchase
6,8,2024-03-19 11:06:33,click,,,
6,8,2024-03-09 05:01:03,product_view,prod_5594,,
6,8,2024-02-21 01:49:41,purchase,prod_8776,117.1297982,purchase
6,8,2024-02-04 16:25:30,add_to_cart,prod_4440,,
6,8,2024-05-11 16:49:17,click,,,
6,9,2024-01-21 21:44:44,page_view,,,
6,9,2024-06-06 01:14:48,click,,,
6,9,2024-06-07 16:52:00,click,,,
6,9,2024-07-07 14:45:38,click,,,
6,9,2024-07-17 16:14:39,click,,,
6,9,2024-01-05 04:46:20,add_to_cart,prod_8352,,
6,9,2024-02-13 05:20:14,page_view,,,
6,9,2024-01-26 12:48:08,page_view,,,
6,9,2024-04-05 23:30:33,page_view,,,
6,10,2024-01-16 05:18:02,logout,,,
6,10,2024-02-25 15:38:03,login,,,
6,10,2024-07-13 07:08:31,product_view,prod_9633,,
6,10,2024-03-22 21:21:47,purchase,prod_1875,346.8313457,purchase
6,10,2024-03-03 01:47:03,purchase,prod_3829,58.66707174,purchase
6,10,2024-07-01 08:40:11,purchase,prod_7808,396.3984396,purchase
6,10,2024-02-12 18:37:19,click,,,
6,10,2024-03-09 13:20:04,logout,,,
7,1,2024-06-24 04:06:26,add_to_cart,prod_3625,,
7,1,2024-05-26 13:58:55,add_to_cart,prod_2657,,
7,1,2024-05-20 12:55:15,add_to_cart,prod_1493,,
7,1,2024-06-02 05:22:03,logout,,,
7,1,2024-04-27 18:54:04,click,,,
7,1,2024-01-16 16:08:43,add_to_cart,prod_6171,,
7,2,2024-02-21 22:41:18,page_view,,,
7,2,2024-06-07 03:41:00,purchase,prod_6684,292.7718725,purchase
7,2,2024-07-10 22:54:04,page_view,,,
7,2,2024-02-05 23:41:18,product_view,prod_8052,,
7,2,2024-04-06 15:43:16,logout,,,
7,3,2024-05-23 05:57:19,page_view,,,
7,3,2024-05-05 03:13:12,purchase,prod_5674,194.1496263,purchase
7,3,2024-05-23 15:02:13,page_view,,,
7,3,2024-04-23 19:56:01,add_to_cart,prod_2686,,
7,3,2024-03-26 03:23:58,product_view,prod_9590,,
7,3,2024-04-21 18:58:17,page_view,,,
7,3,2024-01-29 18:24:28,add_to_cart,prod_7182,,
7,4,2024-05-04 10:34:21,product_view,prod_9962,,
7,4,2024-04-24 03:58:37,purchase,prod_2430,459.1126807,purchase
7,4,2024-03-01 04:39:38,logout,,,
7,4,2024-01-12 13:15:11,login,,,
7,4,2024-01-25 06:04:38,login,,,
7,4,2024-07-17 15:42:50,click,,,
7,4,2024-01-16 16:11:30,login,,,
7,4,2024-02-24 10:31:46,purchase,prod_2731,228.3855506,purchase
7,5,2024-03-25 03:06:34,product_view,prod_8551,,
7,5,2024-02-27 08:59:46,click,,,
7,5,2024-02-20 16:26:25,page_view,,,
7,5,2024-02-26 06:30:31,page_view,,,
7,5,2024-01-22 19:47:02,add_to_cart,prod_1159,,
7,5,2024-02-24 21:09:58,purchase,prod_7466,120.5910556,purchase
7,5,2024-02-19 11:12:34,click,,,
7,6,2024-03-24 05:49:23,purchase,prod_1707,323.1547423,purchase
7,6,2024-03-03 17:26:22,purchase,prod_6096,337.9409154,purchase
7,6,2024-07-01 13:54:19,product_view,prod_8918,,
7,6,2024-02-03 15:39:14,login,,,
7,6,2024-02-20 07:52:48,add_to_cart,prod_7200,,
7,6,2024-05-16 11:34:23,product_view,prod_8670,,
7,6,2024-03-12 23:35:48,login,,,
7,7,2024-04-09 03:55:24,click,,,
7,7,2024-04-21 07:56:36,product_view,prod_9326,,
7,7,2024-06-27 02:19:30,page_view,,,
7,7,2024-02-02 12:22:27,purchase,prod_4737,163.0086699,purchase
